,Chr,Start,End,Amp_name.x,Color,Color2,L1_DNA_count,L2_DNA_count,L3_DNA_count,L4_DNA_count,L1_RNA_count,L2_RNA_count,L3_RNA_count,L4_RNA_count,DNA_count_mean,DNA_count_SD,RNA_count_mean,RNA_count_SD,Pass_DNA_count,L1_DNA_prop,L2_DNA_prop,L3_DNA_prop,L4_DNA_prop,L1_RNA_prop,L2_RNA_prop,L3_RNA_prop,L4_RNA_prop,DNA_prop_mean,DNA_prop_SD,RNA_prop_mean,RNA_prop_SD,Sign,L1_Activity,L2_Activity,L3_Activity,L4_Activity,Mean_act,Mean_act_SD,Maxi_counts,Maxi_prop,GC,GC_above_mean,Pass_prop_DNA_and_RNA,Mean_act_2,Perfect_In_silico_specificity,Amp_name2,At_least_1_specific_in_sil_prod,MeanRatio_MoM,MeanRatio,MeanRatio_sd,MSD,Amp_Full_Name,Pass_MeanRatio_SD,Passed_QC,Passed_QC_with_SD,Act_Rank_Clean,training,fit,lwr,upr,Residuals_Manual,Residuals_Z_scaled_to_lm,Pvalue,Amp_name.y,type,PhastBaseWise_min,PhastBaseWise_med,PhastBaseWise_max,method,PhastBaseWise_quantile75,PhastBaseWise_quantile90,PhastBaseWise_quantile95,ovlp_consEl_result_STAR408_all_ovlp_cons_element,ovlp_consEl_lod_bg_100,ovlp_consEl_lod_bg_1000,ovlp_consEl_lod_bg_3000,ovlp_consEl_lod_bg_50,ovlp_consEl_lod_bg_500,ovlp_consEl_lod_bg_5000,ovlp_consEl_all,ovlp_TF_fBrain,ovlp_TF_fHeart,ovlp_TF_fLung,ovlp_TF_K562,ovlp_TF_LHCN-M2,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_merged,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_ACC,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_AMY,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_DLPFC,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_HIPP,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_INS,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_ITC,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_MDT,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_NAC,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_OFC,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_PMC,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_PUT,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_PVC,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_STC,ovlp_ATAC_neuron_STAR408_result_ovlp_ATAC_VLPFC,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_merged,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_ACC,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_AMY,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_DLPFC,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_HIPP,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_INS,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_ITC,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_MDT,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_NAC,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_OFC,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_PMC,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_PUT,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_PVC,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_STC,ovlp_ATAC_glia_STAR408_result_ovlp_ATAC_VLPFC
48,chr12,2277429,2278308,13_LD,STAR408,LD,81462,70876,98002,61957,2466,27724,23967,23203,78074.25,15493.7903771156,19340,11421.5473265812,TRUE,0.00489676713465758,0.00703654921280734,0.0068246197445247,0.006527479510891,0.000177428032866835,0.00153666380062933,0.00144833137638191,0.00243359425636516,0.00632135390072015,0.000972405276480391,0.00139900436656081,0.00092808193833888,Negative,0.0362337084831056,0.218383152615834,0.212221549419496,0.37282296364236,0.209915343540199,0.137575706939312,102036,0.00562083768147621,0.48,Above,TRUE,0.221314039449908,TRUE,13_LD,TRUE,0.221314039449908,0.209915343540199,0.137575706939312,0.0723396366008867,13_CACNA1C,TRUE,TRUE,TRUE,21,FALSE,-7.64175054147268,-7.80859798929026,-7.4749030936551,-1.83963327775193,-2.21801668841734,0.0132768472820447,13_CACNA1C,STAR408,0,0,0.986,PhastCons,0,0.00776378,0.0310551,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,chr12,2285151,2286076,14_LD,STAR408,LD,134835,93487,122779,75246,40320,70316,44953,37190,106586.75,27166.1471243777,48194.75,15088.3493105332,TRUE,0.00810503533344818,0.00928133121896994,0.00855001185915475,0.00792751946086083,0.00289990908521429,0.00389733411970614,0.00271646731866958,0.00390052594330619,0.00846597446810842,0.000603346160460868,0.00335355911672405,0.000634178805881166,Negative,0.357791047899178,0.419911112722758,0.317715035185709,0.492023509064037,0.396860176217921,0.0761090352251859,169651,0.00934549579405315,0.49,Above,TRUE,0.3961220447046,TRUE,14_LD,TRUE,0.3961220447046,0.396860176217921,0.0761090352251859,0.320751140992735,14_CACNA1C,TRUE,TRUE,TRUE,51,TRUE,-7.24665880962648,-7.43897656204231,-7.05434105721065,-0.973432440851457,-1.17365206694554,0.12026720845419,14_CACNA1C,STAR408,0,0,0.862677,PhastCons,0,0.0050315,0.020126,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,chr12,2292625,2293505,15_LD,STAR408,LD,111685,85830,115966,72846,125974,128282,78575,64525,96581.75,20678.8399477179,99339,32610.2170390406,TRUE,0.00671348138665856,0.00852115715231269,0.00807557603250202,0.00767467155056453,0.0090601931254153,0.00711011153601921,0.00474816781669665,0.00676737213352088,0.00774622153050945,0.000770426550743943,0.00692146115291301,0.00176604178587685,Negative,1.34955213302896,0.83440680754133,0.587966455592338,0.881780033052111,0.913426357303685,0.318001791901249,129178,0.00711598920837946,0.48,Above,TRUE,0.893527395989384,TRUE,15_LD,TRUE,0.893527395989384,0.913426357303685,0.318001791901249,0.595424565402436,15_CACNA1C,TRUE,TRUE,TRUE,134,TRUE,-7.33424151170561,-7.51555871359178,-7.15292430981944,0.159533856746819,0.192347442781877,0.423735029089173,15_CACNA1C,STAR408,0,0,1,PhastCons,0,0.0551181,0.377953,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,chr12,2298363,2299275,16_LD,STAR408,LD,53014,63820,98581,47860,54298,72595,95689,46604,65818.75,22831.5450692676,67296.5,21842.9906148403,TRUE,0.00318674870363075,0.00633604141414813,0.00686493947792143,0.00504231409778809,0.00390521473718536,0.00402364816124389,0.00578232766213223,0.00488784952240555,0.0053575109233721,0.00163721515812306,0.00464976002074176,0.000872880253909865,Negative,1.22545424831774,0.635041329158494,0.842298418031066,0.96936633212709,0.918040081908598,0.246956775823606,78158,0.0043054877382371,0.51,Above,TRUE,0.867895574502185,FALSE,16_LD,TRUE,0.867895574502185,0.918040081908598,0.246956775823606,0.671083306084992,16_CACNA1C,TRUE,TRUE,TRUE,135,TRUE,-8.0325063987704,-8.21529910285841,-7.84971369468239,0.283878373163402,0.342267655609401,0.366074737166546,16_CACNA1C,STAR408,0,0,1,PhastCons,0.00787402,0.555905399999999,0.984252,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,chr12,2310594,2311510,17_LD,STAR408,LD,2366,6313,9507,5705,137,22,36,11413,5972.75,2926.14813648706,2902,5674.2312842064,TRUE,0.000142281131406092,0.000626843288085917,0.000662107124587419,0.000601145906729463,9.92503791472364e-06,1.27477970836698e-06,2.235825305663e-06,0.00119708002250267,0.000508094362702223,0.00024515243430735,0.000302628916357856,0.000596313303157265,Negative,0.0697565293207857,0.00203364976956132,0.00337683317794869,1.99133023963415,0.516624312975612,0.983645415849956,4980,0.000274384708404138,0.48,Above,TRUE,0.59561557571387,TRUE,17_LD,TRUE,0.59561557571387,0.516624312975612,0.983645415849956,-0.467021102874344,17_CACNA1C,FALSE,TRUE,FALSE,72,TRUE,-11.4555456251288,-11.7288120043884,-11.1822792458692,-0.234616909982494,-0.282873890149454,0.388636755059348,17_CACNA1C,STAR408,0,0,1,PhastCons,0.2539375,1,1,7,2,0,0,3,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,chr12,2408551,2409465,18_LD,STAR408,LD,113631,67120,92735,66924,58780,66889,71845,44423,85102.5,22553.3333604296,60484.25,11985.4868173971,TRUE,0.00683045607263924,0.00666365985739861,0.00645784248062041,0.00705076933190839,0.00422756270772008,0.00370739194315946,0.00434148932190984,0.00465911012087425,0.00675068193564166,0.000251491647873732,0.0042338885234159,0.000395655575700006,Negative,0.618928320856118,0.556359721609014,0.672281700109344,0.660794574542292,0.627091079279192,0.0524330474252782,82334,0.00453552799968975,0.42,Above,TRUE,0.627179381843216,TRUE,18_LD,TRUE,0.627179381843216,0.627091079279192,0.0524330474252782,0.574658031853914,18_CACNA1C,TRUE,TRUE,TRUE,86,TRUE,-7.26136878083868,-7.43395766538126,-7.0887798962961,-0.622432219558744,-0.75045666279587,0.226489857667052,18_CACNA1C,STAR408,0,0,0.858,PhastCons,0,0.0385086300000003,0.455348049999998,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,chr12,2409650,2410571,19_LD,STAR408,LD,98827,107155,140631,77147,101379,104462,122896,183076,105940,26360.1550577129,127953.25,37956.6548172605,TRUE,0.00594058287055399,0.0106382672439237,0.00979316882046465,0.00812779607647469,0.00729130683909191,0.0057898831597887,0.0074263843943261,0.0192007901944736,0.00862495375285427,0.00207132569839053,0.00992709114692008,0.0062267936407443,Positive,1.2273722962831,0.544250583956303,0.75832292187257,2.36236121253692,1.22307675366222,0.811334009057634,237091,0.0130605138094667,0.55,Above,TRUE,1.15097326100269,TRUE,19_LD,TRUE,1.15097326100269,1.22307675366222,0.811334009057634,0.41174274460459,19_CACNA1C,TRUE,TRUE,TRUE,180,TRUE,-7.49948966463898,-7.7407801513327,-7.25819917794526,0.84507641870751,1.01889524523701,0.154126350630233,19_CACNA1C,STAR408,0,0,1,PhastCons,0.00787402,0.685039,0.976378,7,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,1,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,chr12,2411045,2411965,20_LD,STAR408,LD,112618,103953,131207,91351,119244,150810,64810,83110,109782.25,16740.6941587458,104493.5,38274.5767100478,TRUE,0.00676956431678188,0.0103203780756546,0.0091369111908778,0.00962423429224499,0.00857616772566102,0.00835873054776231,0.00391638037527905,0.00871653388384611,0.00896277196888983,0.00154068285945367,0.00739195313313712,0.00232171940099644,Negative,1.26687144465125,0.809924838652977,0.428632859996398,0.905685960998447,0.852778776074769,0.344484216602083,176085,0.00969992085204797,0.56,Above,TRUE,0.8247396183675,TRUE,20_LD,TRUE,0.8247396183675,0.852778776074769,0.344484216602083,0.508294559472686,20_CACNA1C,TRUE,TRUE,TRUE,126,TRUE,-7.4881973362473,-7.74182071927417,-7.23457395322042,0.408368661314693,0.492363623107267,0.311231155192843,20_CACNA1C,STAR408,0,0,0.619559,PhastCons,0,0.00784252,0.0351181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,chr12,2412100,2413011,21_LD,STAR408,LD,87810,43178,63655,37393,46096,52998,1775,23968,58009,22839.6944959136,31209.25,23203.2736680984,TRUE,0.00527834745665415,0.00428673841245832,0.00443280302090206,0.00393958114900833,0.00331532226634069,0.00293748042451051,0.000107319614671824,0.00251382609596693,0.00448436750975571,0.000568305226541319,0.00221848710037249,0.00144502042159248,Negative,0.628098527724095,0.685248350114733,0.0242103279044384,0.638094762078885,0.493912991955538,0.314125215343608,68478,0.00377225264942922,0.47,Above,TRUE,0.494715719785719,TRUE,21_LD,TRUE,0.494715719785719,0.493912991955538,0.314125215343608,0.17978777661193,21_CACNA1C,TRUE,TRUE,TRUE,68,TRUE,-8.11431903599591,-8.25653062904297,-7.97210744294884,-0.701889084186314,-0.84625654524235,0.198704821887898,21_CACNA1C,STAR408,0,0,0.0913071,PhastCons,0,0.00351181,0.0105354,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,chr12,2413760,2414661,22_LD,STAR408,LD,117880,71947,94833,62730,95202,118369,90898,66973,86847.5,24701.3020776908,92860.5,21056.9090561744,TRUE,0.00708586482943877,0.00714287628938954,0.00660394058194397,0.0066089176086656,0.00684705351156112,0.00656068148171304,0.00549281849890436,0.00702411402024653,0.00686039982735947,0.000294189320926688,0.00648116687810626,0.000686007706117309,Negative,0.966297505861884,0.918492945406134,0.831748625044028,1.06282366283951,0.94484068478789,0.0963749546098801,100470,0.00553457258343146,0.49,Above,TRUE,0.9447214508197,TRUE,22_LD,TRUE,0.9447214508197,0.94484068478789,0.0963749546098801,0.848465730178009,22_CACNA1C,TRUE,TRUE,TRUE,143,TRUE,-7.56478409622349,-7.74251550438652,-7.38705268806047,0.295253392835332,0.355982336556164,0.360926896624706,22_CACNA1C,STAR408,0,0,0.67748,PhastCons,0,0,0.00752756,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,chr12,29763863,29764783,367_GWAS,STAR408,GWAS,54609,19967,29284,18616,64981,60362,44247,27819,30619,16681.7209144221,49352.25,16884.0837748652,TRUE,0.00328262466670329,0.00198238941661381,0.00203931501299354,0.00196136231082762,0.00467354212880124,0.00334563163200679,0.00267380535472909,0.00291771212774,0.00231642285178457,0.000644975716604455,0.00340267281081928,0.000891589807057851,Positive,1.42372113882116,1.68767629809162,1.31112914762697,1.48759467418788,1.4775303146819,0.157952948141272,30407,0.00167506328310641,0.39,Below,TRUE,1.4689342268394,TRUE,367_GWAS,TRUE,1.4689342268394,1.4775303146819,0.157952948141272,1.31957736654063,367_SCZ,TRUE,TRUE,TRUE,211,TRUE,-8.73899853721774,-8.85286387756055,-8.62513319687494,0.539882685991312,0.650927998421316,0.257546483385537,367_SZ108,STAR408,0,0,0.598425,PhastCons,0.00787402,0.0393701,0.0944882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,chr12,57228331,57229233,368_GWAS,STAR408,GWAS,10605,5852,11537,5079,6033,337,99,2745,8268.25,3273.87165040619,2303.5,2758.68537531919,TRUE,0.000637530071691176,0.000581075984346986,0.000803469920434333,0.00053519474346051,0.000433968686793061,1.87337191925235e-05,6.04277109638649e-06,0.00028799559679274,0.000639317679983252,0.000117164890374238,0.000186685193468678,0.000209962144496302,Negative,0.680703085333485,0.0322397065051251,0.00752084296213595,0.538113649866201,0.314644321166737,0.345453690547827,6215,0.000342416251242746,0.47,Above,TRUE,0.292006930691434,TRUE,368_GWAS,TRUE,0.292006930691434,0.314644321166737,0.345453690547827,-0.0308093693810902,368_SCZ,FALSE,TRUE,FALSE,35,TRUE,-11.0611748708587,-11.2985900164635,-10.8237597252539,-1.32593000081812,-1.59865278860453,0.0549488866376875,368_SZ108,STAR408,0,0,1,PhastCons,0.015748,0.12422,0.283071299999999,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,chr12,91852556,91853475,369_GWAS,STAR408,GWAS,1973,1138,1258,985,30,43,16,18,1338.5,437.50542853775,26.75,12.4733048280451,TRUE,0.00011865777498759,0.000113078002079484,8.76727881631848e-05,0.000103878349813398,2.22953750258285e-06,2.43870900731075e-06,1.0272710863857e-06,1.99268621233141e-06,0.000105821728760914,1.35471811552651e-05,1.92205095215268e-06,6.23726401776091e-07,Negative,0.0187896452871801,0.0215666085574855,0.0117171029678405,0.0191828828231385,0.0178140599089111,0.00424578019143685,1760,9.70069205982104e-05,0.38,Below,FALSE,0.0181631029341358,TRUE,369_GWAS,TRUE,0.0181631029341358,0.0178140599089111,0.00424578019143685,0.0135682797174743,369_SCZ,TRUE,FALSE,FALSE,NA,FALSE,-13.3606980013342,-13.737424256319,-12.9839717463494,-5.62822398659028,-6.78586046435466,5.76983212865171e-12,369_SZ108,STAR408,0,0,0.99,PhastCons,0,0.0561259600000003,0.423283599999998,3,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,chr14,103580055,103580945,377_GWAS,STAR408,GWAS,1070,10085,9547,5750,90,277,59,3373,6613,4168.64318453859,949.75,1618.36736146855,TRUE,6.43781545145436e-05,0.00100132109655283,0.000664892598397211,0.000605886805047519,6.54477137854965e-06,1.5408206909827e-05,3.62566265783189e-06,0.000353859120021378,0.000584119663628025,0.000387808521208973,9.48594402418967e-05,0.000172739124609493,Negative,0.101661369883958,0.0153878780371967,0.00545300499144059,0.584035032737882,0.17663432141262,0.27501499452585,8895,0.000490047453516002,0.48,Above,TRUE,0.162397272594309,TRUE,377_GWAS,TRUE,0.162397272594309,0.17663432141262,0.27501499452585,-0.0983806731132307,377_SCZ,FALSE,TRUE,FALSE,14,FALSE,-11.2446031332234,-11.5030566564687,-10.986149609978,-2.11924598600097,-2.55514129944188,0.00530723498707437,377_SZ108,STAR408,0,0.00388976,0.229496,PhastCons,0.0155591,0.0408425,0.0777953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,chr14,29720944,29721853,374_GWAS,STAR408,GWAS,709,6782,8344,6007,25423,37146,383,12533,5460.5,3313.42466339586,18871.25,15904.7237925299,TRUE,4.26783283896601e-05,0.00067340481835394,0.000581119473567734,0.000632962602108414,0.00182850843437633,0.0020588800794221,2.32042410101241e-05,0.00131454363080852,0.000482541305604937,0.000295664528852247,0.00130628409640427,0.000910216294450898,Positive,42.8439562506233,3.05741809875195,0.0399302416552377,2.07681089914277,12.0045288725433,20.5979956691907,9378,0.000516654121686891,0.36,Below,TRUE,2.70709280476342,TRUE,374_GWAS,TRUE,2.70709280476342,12.0045288725433,20.5979956691907,-8.59346679664735,374_SCZ,FALSE,TRUE,FALSE,304,FALSE,-10.9716556580436,-11.17436201456,-10.7689493015272,1.39134006804593,1.67751667004022,0.0467207462336567,374_SZ108,STAR408,0,0,1,PhastCons,0.00261417,0.149606,0.776378399999999,6,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,chr14,71950040,71950939,375_GWAS,STAR408,GWAS,20164,15111,24277,16994,674,23588,85145,26663,19136.5,4011.46078962099,34017.5,36003.1174066913,TRUE,0.00121212463658802,0.00150029391345492,0.0016906433288529,0.0017904792647857,4.85463811046265e-05,0.00130742515394212,0.00514517787772924,0.00279647290345288,0.00154838528592039,0.000254447669653876,0.00232440557905722,0.00219038719512405,Positive,0.0400506512608129,0.871446016155156,3.04332545482567,1.5618571845274,1.37916982669226,1.27198169000913,36359,0.00200293675919985,0.37,Below,TRUE,1.50118035878619,TRUE,375_GWAS,TRUE,1.50118035878619,1.37916982669226,1.27198169000913,0.107188136683134,375_SCZ,TRUE,TRUE,TRUE,198,TRUE,-9.25471219988379,-9.380424377911,-9.12900002185658,0.505789737769215,0.609822671056088,0.270989640908904,375_SZ108,STAR408,0,0.0587717,0.995,PhastCons,0.242874,0.6896726,0.799917499999999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,chr14,99252434,99253352,376_GWAS,STAR408,GWAS,72122,45770,81466,43850,18934,34102,64537,946,60802,18872.1543020398,29629.75,26929.9938405117,TRUE,0.00433533673020768,0.00454406780788415,0.00567310487155693,0.00461984738100134,0.00136181589069052,0.00189016575627997,0.00389988361018591,9.93196759514657e-05,0.00479308919766253,0.000598884876908196,0.00181279623327697,0.00158127637726045,Negative,0.314119980854471,0.415963369428698,0.687433724297719,0.0214984755470295,0.359753887531979,0.275095594568918,93843,0.00516951587542218,0.53,Above,TRUE,0.378210410555477,TRUE,376_GWAS,TRUE,0.378210410555477,0.359753887531979,0.275095594568918,0.0846582929630617,376_SCZ,TRUE,TRUE,TRUE,43,TRUE,-8.29457616317894,-8.4981933696834,-8.09095895667447,-0.812991352916345,-0.980210789897771,0.163491039753925,376_SZ108,STAR408,0,0,1,PhastCons,0,0.00787402,0.1744091,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,chr15,30605707,30606585,29_GWAS,STAR408,GWAS,63024,57115,78407,38202,30922,44873,7587,17596,59187,16621.2151380898,25244.5,16204.9259691819,TRUE,0.00378845302360328,0.00567038030445284,0.00546008576195313,0.00402481196543738,0.00222399961910869,0.0024871506362287,0.000458525470793807,0.00184554206728399,0.00473593276386166,0.000966264356325164,0.0017538044483538,0.000902781544322454,Negative,0.587046904172352,0.438621486159506,0.0839777048904425,0.458541189782872,0.392046821251293,0.215655831710545,111345,0.00613363576429775,0.47,Above,TRUE,0.370318696611679,TRUE,29_GWAS,TRUE,0.370318696611679,0.392046821251293,0.215655831710545,0.176390989540748,29_EPIL,TRUE,TRUE,TRUE,50,TRUE,-8.03174867360715,-8.17649387978597,-7.88700346742833,-1.12354771681738,-1.35464367614587,0.0877655554617144,29_Epilepsy,STAR408,0,0.0314961,1,PhastCons,0.181102,0.811024,0.992126,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,chr15,40274572,40275451,378_GWAS,STAR408,GWAS,25644,20940,26333,20031,432,268,379,12094,23237,3211.10105726992,3293.25,5867.56459274203,TRUE,0.00154152919937019,0.00207898721821463,0.00183381668267618,0.00211043722460648,3.11416044715604e-05,1.49093800674225e-05,2.29625301662687e-05,0.0012685020914815,0.00189119258121687,0.000263875926449011,0.000334378901546687,0.000622784051345074,Negative,0.0202017610073709,0.00717146307432628,0.0125217151655302,0.601061276161874,0.160239053852275,0.293930136009995,26244,0.00144573914315732,0.5,Above,TRUE,0.176808488393886,TRUE,378_GWAS,TRUE,0.176808488393886,0.160239053852275,0.293930136009995,-0.13369108215772,378_SCZ,FALSE,TRUE,FALSE,11,FALSE,-9.56094086963614,-9.74550789548893,-9.37637384378335,-1.98528768998926,-2.39362990491602,0.0083412862877639,378_SZ108,STAR408,0,0,1,PhastCons,0,0.0708661,0.275591,1,0,0,0,1,0,0,1,3,4,3,4,3,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1
67,chr15,61547458,61548372,380_GWAS,STAR408,GWAS,51697,27308,41555,28392,40318,53463,33320,11705,37238,11612.5763147833,34701.5,17457.438806041,TRUE,0.00310758340998401,0.00271119153537192,0.0028938287409923,0.00299129613210123,0.00289976524408509,0.00296325314470141,0.00201351175702694,0.00122770446323955,0.00292597495461237,0.0001677436372581,0.00227605865226325,0.000822440182416754,Negative,0.933125474530709,1.09297078647559,0.695795065030871,0.410425584436254,0.783079227618356,0.297229382396235,51938,0.00286112575181741,0.45,Above,TRUE,0.777880428769692,TRUE,380_GWAS,TRUE,0.777880428769692,0.783079227618356,0.297229382396235,0.485849845222121,380_SCZ,TRUE,TRUE,TRUE,115,TRUE,-8.66657921594739,-8.78389943192439,-8.5492589999704,-0.112667333460772,-0.135841218398079,0.445973402742813,380_SZ108,STAR408,0,0,0.79,PhastCons,0,0.0391732,0.203701,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,chr15,61562368,61563283,381_GWAS,STAR408,GWAS,108545,63867,76818,51420,91202,99972,63612,43672,75162.5,24552.1663198994,74614.5,25798.199388071,TRUE,0.00652473497659725,0.00634070749500655,0.00534943281485917,0.00541737183139427,0.00655937125316334,0.00554102399063358,0.00384398797754434,0.00458034657637631,0.00590806177946431,0.000611094944197711,0.00513118244942939,0.00117869746125419,Negative,1.00530845723088,0.873881029048772,0.718578606477094,0.845492375072483,0.860815116957307,0.117636523204109,126395,0.00696268412034719,0.47,Above,TRUE,0.868505212194081,TRUE,381_GWAS,TRUE,0.868505212194081,0.860815116957307,0.117636523204109,0.743178593753198,381_SCZ,TRUE,TRUE,TRUE,128,TRUE,-7.69720995975653,-7.8549036572756,-7.53951626223746,0.0907169994363413,0.109376048534432,0.456452115129754,381_SZ108,STAR408,0,0,0.96063,PhastCons,0,0.00546457,0.0163937,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,chr15,70296486,70297400,382_GWAS,STAR408,GWAS,100974,45291,55204,37175,13748,98808,89572,42675,59661,28511.6696225715,61200.75,40059.12286754,TRUE,0.00606963973119145,0.00449651349445476,0.00384430204173838,0.00391661413048975,0.000988835842677793,0.00547650905234927,0.00541269135416627,0.00447578298933976,0.00458176734946858,0.00103397555240472,0.00408845480963327,0.00211644023978184,Negative,0.162915080049354,1.21794565035846,1.40797764988275,1.14276843217641,0.982901703116744,0.557933882201014,106790,0.00588271780670272,0.39,Below,TRUE,0.892331386076919,TRUE,382_GWAS,TRUE,0.892331386076919,0.982901703116744,0.557933882201014,0.42496782091573,382_SCZ,TRUE,TRUE,TRUE,152,TRUE,-7.70717882177528,-7.86376899083636,-7.5505886527142,-0.227049768787116,-0.273750307934487,0.392138256881771,382_SZ108,STAR408,0,0,0.683,PhastCons,0.00537795,0.0322677,0.1578433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
